Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
662b5e5de394d3bb9d38f547,65e48bfb93915b354fa3b66b,APPROVED,Not Applicable,2024-04-26T07:57:28.367000Z,2024-04-26T08:24:17.507000Z,2024-04-29T20:54:47.221000Z,2024-04-26T08:24:18.129159Z,1610.0,CW8BWO89,28,Yes,30,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Part-Time
662b5e62641608d393db4047,5e725ffbe52a231ab23635b2,RETURNED,Not Applicable,2024-04-26T07:57:36.805000Z,,,2024-05-06T11:14:00.789850Z,,,10,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5e6747bcb7407e38d856,5e9f3b738bee310bed8379ad,APPROVED,Not Applicable,2024-04-26T07:57:27.017000Z,2024-04-26T08:12:31.219000Z,2024-04-29T20:54:47.385000Z,2024-04-26T08:12:31.707851Z,905.0,CW8BWO89,366,Yes,26,Female,White,Spain,Spain,Spain,Basque,Yes,Unemployed (and job seeking)
662b5e68c85ceb4110eb1ed6,65ddec4ce8c0b18582e05517,APPROVED,Not Applicable,2024-04-26T07:57:36.202000Z,2024-04-26T08:18:17.532000Z,2024-04-29T20:54:47.577000Z,2024-04-26T08:18:18.050378Z,1242.0,CW8BWO89,26,Yes,29,Female,Black,Cameroon,France,Cameroon,English,No,Due to start a new job within the next month
662b5e68f2bc1a23548170c3,5c76c184719aaf00019ff241,RETURNED,Not Applicable,2024-04-26T08:04:34.842000Z,,,2024-05-06T11:14:00.789928Z,,,185,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5e6b45ba0dcf497011c7,64afcd57bc2f8d404766bbeb,RETURNED,Not Applicable,2024-04-26T07:57:31.421000Z,,,2024-05-06T11:14:00.797649Z,,,93,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5e7a2e59ce6f8e617bf4,5db35f3fe6208e000af26586,RETURNED,Not Applicable,2024-04-26T08:07:46.873000Z,,,2024-05-06T11:14:00.804886Z,,,149,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5e89d009476b7adb3a5f,5f2efac9dc9a4e2be539b5d5,APPROVED,Not Applicable,2024-04-26T07:58:04.130000Z,2024-04-26T08:08:29.689000Z,2024-04-29T20:54:47.742000Z,2024-04-26T08:08:30.244975Z,626.0,CW8BWO89,207,Yes,30,Male,White,Hungary,Hungary,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED
662b5e90a892369668d6edb6,5e39cf6d0331aa07667a58ae,RETURNED,Not Applicable,2024-04-26T07:58:13.616000Z,,,2024-05-06T11:14:00.806023Z,,,360,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5e9a9ac365443f58682b,5ba8cac81299c60001e6701d,APPROVED,Not Applicable,2024-04-26T07:58:18.465000Z,2024-04-26T08:04:40.657000Z,2024-04-29T20:54:47.924000Z,2024-04-26T08:05:40.039324Z,383.0,CW8BWO89,816,Yes,34,Male,White,Greece,Greece,Greece,Greek,No,Full-Time
662b5e9be7ba4d8175762ca7,6564a1d715b194ac6466d177,APPROVED,Not Applicable,2024-04-26T07:58:22.947000Z,2024-04-26T08:41:46.038000Z,2024-04-29T20:54:48.162000Z,2024-04-26T08:42:19.223126Z,2604.0,CW8BWO89,64,Yes,26,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
662b5eaff39a38150f799875,65b26a0d5ae1ede0b3be4248,APPROVED,Not Applicable,2024-04-26T07:58:48.633000Z,2024-04-26T08:37:59.718000Z,2024-04-29T20:54:48.476000Z,2024-04-26T08:38:01.483310Z,2352.0,CW8BWO89,23,Yes,22,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
662b5eb8a1d93331c1ff3fe9,60d9dfd4dcc09cf57dc92cb1,APPROVED,Not Applicable,2024-04-26T07:58:48.487000Z,2024-04-26T08:32:02.649000Z,2024-04-29T20:54:48.678000Z,2024-04-26T08:32:03.197069Z,1995.0,CW8BWO89,453,Yes,23,Female,Black,South Africa,France,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
662b5eec5f7b6802ee3540f7,616845bb92b48e8c6a18a84a,APPROVED,Not Applicable,2024-04-26T08:00:27.769000Z,2024-04-26T08:53:43.903000Z,2024-04-29T20:54:48.880000Z,2024-04-26T08:53:51.281117Z,3197.0,CW8BWO89,141,Yes,25,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time
662b5f33393b3061d52edfad,651c425a4fd558465d846c57,APPROVED,Not Applicable,2024-04-26T08:07:35.429000Z,2024-04-26T08:35:07.086000Z,2024-04-29T20:54:49.127000Z,2024-04-26T08:35:07.879442Z,1652.0,CW8BWO89,90,Yes,27,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Other
662b5f4dd911db355aef3fe8,64c8eb1ac199f433b0db2ab5,APPROVED,Not Applicable,2024-04-26T08:01:32.621000Z,2024-04-26T08:26:44.727000Z,2024-04-29T20:54:49.307000Z,2024-04-26T08:27:53.503490Z,1513.0,CW8BWO89,61,Yes,31,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
662b5f4e51515fae1a3f9eee,613ef4d99993c6d01d3eb04a,APPROVED,Not Applicable,2024-04-26T08:01:18.528000Z,2024-04-26T08:10:29.917000Z,2024-04-29T20:54:49.482000Z,2024-04-26T08:10:30.469616Z,552.0,CW8BWO89,77,Yes,27,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Full-Time
662b5f5747e2e94fd278a69a,5ea0ab674e66b409a8bf6b2f,RETURNED,Not Applicable,2024-04-26T08:01:27.913000Z,,,2024-05-06T11:14:00.811610Z,,,296,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5f6076bbea3fdcb973a5,659570316debdec4ed9f663e,APPROVED,Not Applicable,2024-04-26T08:01:43.658000Z,2024-04-26T08:10:03.998000Z,2024-04-29T20:54:49.914000Z,2024-04-26T08:10:04.526324Z,501.0,CW8BWO89,87,Yes,33,Female,Other,Mexico,Netherlands,Mexico,Spanish,Yes,Part-Time
662b5f79641608d393db4084,648868e5d8e551227bf5da02,APPROVED,Not Applicable,2024-04-26T08:02:07.078000Z,2024-04-26T08:37:58.005000Z,2024-04-29T20:54:50.097000Z,2024-04-26T08:37:58.644165Z,2151.0,CW8BWO89,138,Yes,33,Female,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
662b5f7bd42b6f642b92abde,611e20464a435b1b494f042d,APPROVED,Not Applicable,2024-04-26T08:02:03.656000Z,2024-04-26T08:38:52.784000Z,2024-04-29T20:54:50.295000Z,2024-04-26T08:41:20.543414Z,2210.0,CW8BWO89,567,Yes,32,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
662b5f8d1ca7dab1b515cd88,6162880049080f2ea6faa08e,REJECTED,Not Applicable,2024-04-26T08:02:30.213000Z,2024-04-26T08:31:20.563000Z,2024-04-29T21:01:21.403000Z,2024-05-06T11:14:00.815873Z,1731.0,CW8BWO89,93,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5f9c4f25556061921655,6543af5ffb1aa57dd5253d88,RETURNED,Not Applicable,2024-04-26T08:02:36.329000Z,,,2024-05-06T11:14:00.822779Z,,,154,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5fe05f0caea5fb53cafe,5bf9881e1eafa5000110c99a,RETURNED,Not Applicable,2024-04-26T08:04:22.851000Z,,,2024-05-06T11:14:00.826985Z,,,827,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b601117e80f67a7928a9b,5e3b5fa9255e7a37bc841135,RETURNED,Not Applicable,2024-04-26T08:14:33.023000Z,,,2024-05-06T11:14:00.830281Z,,,1273,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b60c7dbbb36bcef615941,6041603b2c6bef134fb99043,RETURNED,Not Applicable,2024-04-26T08:07:40.831000Z,,,2024-05-06T11:14:00.830977Z,,,532,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b60d764c69addf93f7b21,61278ed955c9c0f27457ae1b,REJECTED,Not Applicable,2024-04-26T08:08:22.329000Z,2024-04-26T08:52:16.638000Z,2024-04-29T21:01:43.371000Z,2024-05-06T11:14:00.836387Z,2635.0,CW8BWO89,496,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b60dcdbbb36bcef615948,658056367b094e578caa1eba,RETURNED,Not Applicable,2024-04-26T08:09:09.019000Z,,,2024-05-06T11:14:00.841613Z,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b61115f374cacbb12fdf7,5c7e388fffd1190017be7f83,RETURNED,Not Applicable,2024-04-26T08:08:49.117000Z,,,2024-05-06T11:14:00.849700Z,,,942,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b61241271b2920979ba3f,60dbd9e4f38631ec3581c746,RETURNED,Not Applicable,2024-04-26T08:09:23.992000Z,,,2024-05-06T11:14:00.852239Z,,,714,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b612829d54d061c001ba4,65b901e65cee5e1f493a2fe1,RETURNED,Not Applicable,2024-04-26T08:09:12.712000Z,,,2024-05-06T11:14:00.869712Z,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b6129641608d393db40fd,6165bf9074ec655785050d87,REJECTED,Not Applicable,2024-04-26T08:11:35.325000Z,2024-04-26T08:38:35.407000Z,2024-04-29T21:03:09.553000Z,2024-05-06T11:14:00.883663Z,1621.0,CW8BWO89,162,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b613e21267c048ec566d8,5e8b11aaa9b690000bb6ae1f,RETURNED,Not Applicable,2024-04-26T08:09:37.686000Z,,,2024-05-06T11:14:00.921345Z,,,722,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b61865f7b6802ee3541ad,65b91010b2ea4aefcdc5900e,RETURNED,Not Applicable,2024-04-26T08:10:46.901000Z,,,2024-05-06T11:14:00.934349Z,,,55,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b618e180da4a4e1eb4351,614775c6f329a9e5ab190e04,APPROVED,Not Applicable,2024-04-26T08:10:56.647000Z,2024-04-26T09:20:19.347000Z,2024-04-29T20:54:50.494000Z,2024-04-26T09:20:19.886313Z,4163.0,CW8BWO89,418,Yes,27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
662b61d747bcb7407e38d934,60d6279a19b3df8462265340,RETURNED,Not Applicable,2024-04-26T08:13:19.900000Z,,,2024-05-06T11:14:00.937753Z,,,266,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b61eae3ee5075517b618d,616dc333dc51cae13e5c21fc,REJECTED,Not Applicable,2024-04-26T08:19:07.173000Z,2024-04-26T09:44:27.418000Z,2024-04-29T21:03:33.147000Z,2024-05-06T11:14:00.972163Z,5121.0,CW8BWO89,381,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b622176bbea3fdcb97461,612f100e6abefeac4f3d4cd0,APPROVED,Not Applicable,2024-04-26T08:16:02.012000Z,2024-04-26T08:36:27.097000Z,2024-04-29T20:54:50.678000Z,2024-04-26T08:36:44.958218Z,1226.0,CW8BWO89,147,Yes,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
662b6241e3ee5075517b61b8,5d7df958cb6cf00001399929,RETURNED,Not Applicable,2024-04-26T08:23:53.873000Z,,,2024-05-06T11:14:00.976708Z,,,735,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b625c5288195774b313b4,602afb82e999ac1f112e7d5f,APPROVED,Not Applicable,2024-04-26T08:14:23.186000Z,2024-04-26T08:57:04.365000Z,2024-04-29T20:54:50.881000Z,2024-04-26T08:57:04.810267Z,2562.0,CW8BWO89,489,Yes,30,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
662b6265a892369668d6ef04,656700a9c53734f641fea858,APPROVED,Not Applicable,2024-04-26T08:14:37.005000Z,2024-04-26T08:47:54.938000Z,2024-04-29T20:54:51.218000Z,2024-04-26T08:47:55.496219Z,1998.0,CW8BWO89,70,Yes,26,Male,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time
662b63b2165e5ee230e32515,60ddcd80bbeb3c7f8958f6bf,RETURNED,Not Applicable,2024-04-26T08:29:59.961000Z,,,2024-05-06T11:14:00.979689Z,,,613,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b64c6ebdb46157f353e9a,5c405aee40de0b0001437db0,RETURNED,Not Applicable,2024-04-26T08:24:38.852000Z,,,2024-05-06T11:14:00.982388Z,,,485,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b65035f374cacbb12ff0d,58acbfacea3d11000170e99a,RETURNED,Not Applicable,2024-04-26T08:27:52.993000Z,,,2024-05-06T11:14:00.984627Z,,,670,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b657239ca785482cddcc4,615d8873c11a1982c8838b54,RETURNED,Not Applicable,2024-04-26T08:27:30.758000Z,,,2024-05-06T11:14:00.998409Z,,,452,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b67a71333ff6edbff4a39,6580e5dfdc7fc94823610ef5,APPROVED,Not Applicable,2024-04-26T08:37:13.520000Z,2024-04-26T08:58:20.155000Z,2024-04-29T20:54:51.406000Z,2024-04-26T08:58:20.944310Z,1267.0,CW8BWO89,107,Yes,27,Male,White,Australia,Australia,Australia,English,No,Full-Time
662b6ad6c62ac442659bd348,647e5f4c5b7dfbc365335f72,TIMED-OUT,Not Applicable,2024-04-26T08:50:36.107000Z,,,2024-05-06T11:14:01.003356Z,872605.0,,387,Yes,55,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
662b6c7c64c69addf93f7f02,660154442449690a354f6911,RETURNED,Not Applicable,2024-04-26T09:01:18.617000Z,,,2024-05-06T11:14:01.013772Z,,,27,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b6cbc94d019f2cde32c23,614b55e22ff3944a165736bb,RETURNED,Not Applicable,2024-04-26T08:59:13.749000Z,2024-04-26T10:44:32.916000Z,,2024-05-06T11:14:01.028129Z,,NOCODE,745,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b6dfe5c079a530a346e56,5a541218eedc32000142254b,RETURNED,Not Applicable,2024-04-26T09:04:18.678000Z,,,2024-05-06T11:14:01.049311Z,,,570,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b6f43165e5ee230e32925,653e69acd1d1340f02fa4cbc,RETURNED,Not Applicable,2024-04-26T09:10:20.005000Z,,,2024-05-06T11:14:01.067986Z,,,446,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b6feec9520b893f8cd537,5c9cb670b472d0001295f377,RETURNED,Not Applicable,2024-04-26T09:12:29.710000Z,,,2024-05-06T11:14:01.071984Z,,,1236,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b7034ae206f5beb38dfeb,5f0214e58782120a8c970fd6,RETURNED,Not Applicable,2024-04-26T09:14:56.551000Z,,,2024-05-06T11:14:01.080119Z,,,768,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b70ddd42b6f642b92b21b,64e905e3eea5a5ce019a1f88,RETURNED,Not Applicable,2024-04-26T09:22:33.401000Z,,,2024-05-06T11:14:01.098070Z,,,166,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b732adc5e430723fee43d,65a9777788c92965fdac9b68,RETURNED,Not Applicable,2024-04-26T09:36:02.050000Z,,,2024-05-06T11:14:01.163712Z,,,139,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b735e8a1159cce0eba292,64e76ad4ce316de314ca559b,RETURNED,Not Applicable,2024-04-26T09:26:57.729000Z,,,2024-05-06T11:14:01.173258Z,,,296,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b7399b5db5b6c81d3dc9f,659583e0d5fab84895bfac7c,RETURNED,Not Applicable,2024-04-26T09:32:46.464000Z,,,2024-05-06T11:14:01.186684Z,,,41,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b74e1564a0a36b258c0cb,6557ebf8541bd32382739c1a,RETURNED,Not Applicable,2024-04-26T09:33:27.923000Z,,,2024-05-06T11:14:01.197872Z,,,232,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b74efc92732fd53b6a9db,63d6c8b398b284a355e65870,RETURNED,Not Applicable,2024-04-26T09:33:59.304000Z,,,2024-05-06T11:14:01.202356Z,,,645,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b751db0752a2950d3dcf5,60db6cbfbdc2bef6285fe52c,RETURNED,Not Applicable,2024-04-26T09:34:42.773000Z,,,2024-05-06T11:14:01.217116Z,,,410,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b75736bdca0469b50e027,6621503c947e5e6fe7830f1e,APPROVED,Not Applicable,2024-04-26T09:39:12.076000Z,2024-04-26T10:07:31.716000Z,2024-04-29T20:54:51.590000Z,2024-04-26T10:08:54.878986Z,1700.0,CW8BWO89,35,Yes,25,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,DATA_EXPIRED
662b7574475f8e18a4d3fef2,60f814d5348f2f80c0e60c3a,RETURNED,Not Applicable,2024-04-26T09:35:48.774000Z,,,2024-05-06T11:14:01.324461Z,,,1070,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b75b3fc61c07d2c99f10c,5c92f797803bff0017fef8dd,RETURNED,Not Applicable,2024-04-26T09:46:51.909000Z,,,2024-05-06T11:14:01.334743Z,,,1677,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b7618b88d37b6a327fd28,6135f43464be30d6a0bb0be8,RETURNED,Not Applicable,2024-04-26T09:38:40.655000Z,,,2024-05-06T11:14:01.336454Z,,,160,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b76d4fc61c07d2c99f154,6613fa9b08e1e2496afb6518,RETURNED,Not Applicable,2024-04-26T09:41:45.376000Z,2024-04-26T09:42:01.497000Z,,2024-05-06T11:14:01.363156Z,,NOCODE,24,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b776d41512d00bb2d6425,5c48be0496d59b000183e68d,RETURNED,Not Applicable,2024-04-26T09:51:54.312000Z,,,2024-05-06T11:14:01.369604Z,,,793,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b7abb7a2eaf91dfbb8ed7,6614daf007670261189c3e8a,APPROVED,Not Applicable,2024-04-26T10:02:19.883000Z,2024-04-26T10:46:41.376000Z,2024-04-29T20:54:51.767000Z,2024-04-26T10:47:53.327559Z,2662.0,CW8BWO89,33,Yes,36,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
662b7cc02a8a4c93331c47e1,629f6b8c65fcae219e245284,RETURNED,Not Applicable,2024-04-26T10:07:01.961000Z,,,2024-05-06T11:14:01.380299Z,,,1950,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b7cec6dfd99217d629974,60cdae5d942a76a98eba611a,RETURNED,Not Applicable,2024-04-26T10:09:28.187000Z,,,2024-05-06T11:14:01.381851Z,,,701,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
